IdEstablecimiento,Ano,Mes,Numerador,Denominador,MetaSanitaria
201091,2024.0,3.0,8.0,13.0,MSVI
201091,2024.0,4.0,13.0,34.0,MSVI
201091,2024.0,5.0,6.0,17.0,MSVI
201091,2024.0,6.0,8.0,16.0,MSVI
201091,2024.0,7.0,14.0,19.0,MSVI
201091,2024.0,8.0,14.0,22.0,MSVI
201091,2024.0,9.0,12.0,21.0,MSVI
201091,2024.0,10.0,11.0,20.0,MSVI
201091,2024.0,11.0,12.0,24.0,MSVI
201112,2024.0,1.0,3.0,18.0,MSVI
201112,2024.0,2.0,6.0,7.0,MSVI
201112,2024.0,3.0,3.0,5.0,MSVI
201112,2024.0,4.0,7.0,9.0,MSVI
201112,2024.0,5.0,17.0,21.0,MSVI
201112,2024.0,6.0,16.0,19.0,MSVI
201112,2024.0,7.0,7.0,7.0,MSVI
201112,2024.0,8.0,8.0,11.0,MSVI
201112,2024.0,9.0,9.0,11.0,MSVI
201112,2024.0,10.0,6.0,12.0,MSVI
201112,2024.0,11.0,5.0,7.0,MSVI
201129,2024.0,1.0,1.0,4.0,MSVI
201129,2024.0,2.0,1.0,1.0,MSVI
201129,2024.0,3.0,2.0,2.0,MSVI
201129,2024.0,4.0,5.0,5.0,MSVI
201129,2024.0,5.0,1.0,2.0,MSVI
201129,2024.0,6.0,3.0,5.0,MSVI
201129,2024.0,7.0,5.0,8.0,MSVI
201129,2024.0,8.0,2.0,3.0,MSVI
201129,2024.0,9.0,3.0,5.0,MSVI
201129,2024.0,10.0,5.0,6.0,MSVI
201129,2024.0,11.0,2.0,3.0,MSVI
201212,2024.0,1.0,1.0,4.0,MSVI
201212,2024.0,2.0,6.0,11.0,MSVI
201212,2024.0,3.0,3.0,5.0,MSVI
201212,2024.0,4.0,5.0,8.0,MSVI
201212,2024.0,5.0,2.0,4.0,MSVI
201212,2024.0,6.0,7.0,10.0,MSVI
201212,2024.0,7.0,5.0,8.0,MSVI
201212,2024.0,8.0,6.0,10.0,MSVI
201212,2024.0,9.0,2.0,4.0,MSVI
201212,2024.0,10.0,5.0,9.0,MSVI
201212,2024.0,11.0,5.0,9.0,MSVI
201353,2024.0,1.0,0.0,0.0,MSVI
201353,2024.0,2.0,,0.0,MSVI
201353,2024.0,3.0,0.0,0.0,MSVI
201353,2024.0,7.0,0.0,0.0,MSVI
201353,2024.0,8.0,0.0,0.0,MSVI
201353,2024.0,10.0,0.0,0.0,MSVI
201462,2024.0,2.0,5.0,10.0,MSVI
201462,2024.0,3.0,6.0,9.0,MSVI
201462,2024.0,4.0,3.0,10.0,MSVI
201462,2024.0,5.0,9.0,18.0,MSVI
201462,2024.0,6.0,6.0,12.0,MSVI
201462,2024.0,7.0,14.0,21.0,MSVI
201462,2024.0,8.0,16.0,21.0,MSVI
201462,2024.0,9.0,7.0,17.0,MSVI
201462,2024.0,10.0,13.0,23.0,MSVI
201462,2024.0,11.0,5.0,15.0,MSVI
109104,2024.0,6.0,1082.0,,MSII
109300,2024.0,6.0,9130.0,22550.0,MSII
109301,2024.0,6.0,5237.0,13708.0,MSII
109302,2024.0,6.0,4773.0,9284.0,MSII
109303,2024.0,6.0,4399.0,9342.0,MSII
109304,2024.0,6.0,1668.0,2983.0,MSII
109305,2024.0,6.0,5250.0,7572.0,MSII
109307,2024.0,6.0,3930.0,7128.0,MSII
109308,2024.0,6.0,4673.0,8368.0,MSII
109309,2024.0,6.0,3115.0,7723.0,MSII
109310,2024.0,6.0,7230.0,16797.0,MSII
109311,2024.0,6.0,6198.0,12633.0,MSII
109312,2024.0,6.0,2629.0,4383.0,MSII
109313,2024.0,6.0,7018.0,12879.0,MSII
109314,2024.0,6.0,4652.0,7806.0,MSII
109315,2024.0,6.0,6143.0,13366.0,MSII
109316,2024.0,6.0,7203.0,15914.0,MSII
109317,2024.0,6.0,2398.0,3748.0,MSII
109320,2024.0,6.0,855.0,3381.0,MSII
109321,2024.0,6.0,4548.0,8327.0,MSII
109323,2024.0,6.0,3306.0,5278.0,MSII
109324,2024.0,6.0,7596.0,17368.0,MSII
109390,2024.0,6.0,3589.0,7009.0,MSII
109407,,,,2574.0,MSII
109410,2024.0,6.0,70.0,114.0,MSII
109412,2024.0,6.0,79.0,149.0,MSII
109413,2024.0,6.0,96.0,161.0,MSII
109414,2024.0,6.0,354.0,481.0,MSII
109416,2024.0,6.0,162.0,7.0,MSII
109417,2024.0,6.0,170.0,28.0,MSII
109418,2024.0,6.0,246.0,33.0,MSII
109419,2024.0,6.0,187.0,19.0,MSII
109420,2024.0,6.0,142.0,13.0,MSII
109709,2024.0,6.0,1386.0,810.0,MSII
109711,2024.0,6.0,867.0,1500.0,MSII
109712,2024.0,6.0,1096.0,1903.0,MSII
109713,2024.0,6.0,768.0,820.0,MSII
109715,2024.0,6.0,688.0,1140.0,MSII
109716,2024.0,6.0,753.0,318.0,MSII
109718,2024.0,6.0,1734.0,2723.0,MSII
110160,2024.0,6.0,4037.0,5800.0,MSII
110300,,,,3.0,MSII
110308,2024.0,6.0,6031.0,11473.0,MSII
110310,2024.0,6.0,3484.0,8298.0,MSII
110315,2024.0,6.0,5273.0,11445.0,MSII
110316,2024.0,6.0,3736.0,8785.0,MSII
110320,2024.0,6.0,4865.0,11806.0,MSII
110325,2024.0,6.0,4466.0,9657.0,MSII
110330,2024.0,6.0,6343.0,11292.0,MSII
110331,2024.0,6.0,3536.0,6590.0,MSII
110335,2024.0,6.0,4818.0,9099.0,MSII
110340,2024.0,6.0,5476.0,11129.0,MSII
110345,2024.0,6.0,4577.0,8583.0,MSII
110350,2024.0,6.0,7177.0,17100.0,MSII
110351,2024.0,6.0,5228.0,11524.0,MSII
110352,2024.0,6.0,6473.0,11493.0,MSII
110353,2024.0,6.0,4223.0,7653.0,MSII
110354,2024.0,6.0,7016.0,15960.0,MSII
110355,2024.0,6.0,5202.0,10139.0,MSII
110360,2024.0,6.0,8291.0,17105.0,MSII
110361,2024.0,6.0,5282.0,10439.0,MSII
110362,2024.0,6.0,4161.0,8163.0,MSII
110364,2024.0,6.0,3169.0,5050.0,MSII
110366,2024.0,6.0,8991.0,16356.0,MSII
110369,2024.0,6.0,6608.0,12006.0,MSII
110370,2024.0,6.0,4311.0,9024.0,MSII
110375,2024.0,6.0,1887.0,6393.0,MSII
110378,2024.0,6.0,5645.0,10193.0,MSII
110379,2024.0,6.0,4636.0,9241.0,MSII
110380,2024.0,6.0,1272.0,2726.0,MSII
110381,2024.0,6.0,1049.0,1764.0,MSII
110385,2024.0,6.0,1401.0,2123.0,MSII
110387,2024.0,6.0,1149.0,2712.0,MSII
110390,2024.0,6.0,8885.0,17048.0,MSII
110393,2024.0,6.0,812.0,1964.0,MSII
110400,2024.0,6.0,504.0,130.0,MSII
110410,2024.0,6.0,891.0,47.0,MSII
110425,2024.0,6.0,2086.0,1866.0,MSII
110430,2024.0,6.0,435.0,214.0,MSII
110431,2024.0,6.0,256.0,239.0,MSII
110432,2024.0,6.0,207.0,223.0,MSII
110440,2024.0,6.0,1428.0,2043.0,MSII
110445,2024.0,6.0,822.0,1364.0,MSII
110455,,,,477.0,MSII
110465,2024.0,6.0,476.0,932.0,MSII
110470,2024.0,6.0,217.0,441.0,MSII
110475,2024.0,6.0,507.0,948.0,MSII
110477,,,,291.0,MSII
110485,2024.0,6.0,162.0,324.0,MSII
110490,2024.0,6.0,56.0,130.0,MSII
110492,2024.0,6.0,91.0,132.0,MSII
110495,2024.0,6.0,132.0,353.0,MSII
110503,2024.0,6.0,302.0,251.0,MSII
110505,2024.0,6.0,28.0,4.0,MSII
110510,2024.0,6.0,77.0,19.0,MSII
110515,,,,6.0,MSII
110720,2024.0,6.0,495.0,4.0,MSII
110725,,,,6.0,MSII
110735,2024.0,6.0,898.0,15.0,MSII
110750,2024.0,6.0,263.0,15.0,MSII
110752,2024.0,6.0,887.0,14.0,MSII
110754,2024.0,6.0,492.0,12.0,MSII
110756,2024.0,6.0,281.0,60.0,MSII
110758,2024.0,6.0,293.0,18.0,MSII
110760,,,,588.0,MSII
110775,,,,430.0,MSII
110778,2024.0,6.0,1030.0,1203.0,MSII
110781,2024.0,6.0,510.0,721.0,MSII
110783,2024.0,6.0,310.0,365.0,MSII
111300,2024.0,6.0,5603.0,20233.0,MSII
111301,2024.0,6.0,3141.0,8261.0,MSII
111302,2024.0,6.0,3697.0,6407.0,MSII
111303,2024.0,6.0,3729.0,4735.0,MSII
111304,2024.0,6.0,6382.0,14582.0,MSII
111305,2024.0,6.0,4022.0,8138.0,MSII
111306,2024.0,6.0,4724.0,8233.0,MSII
111307,2024.0,6.0,2671.0,6680.0,MSII
111308,2024.0,6.0,5037.0,9752.0,MSII
111309,2024.0,6.0,5208.0,8093.0,MSII
111310,2024.0,6.0,4673.0,16498.0,MSII
111351,,,,91.0,MSII
111370,2024.0,6.0,5655.0,15294.0,MSII
111372,2024.0,6.0,2981.0,6607.0,MSII
111376,2024.0,6.0,5128.0,10604.0,MSII
111378,2024.0,6.0,5417.0,9929.0,MSII
111379,2024.0,6.0,6041.0,12119.0,MSII
111380,2024.0,6.0,5933.0,13282.0,MSII
111381,2024.0,6.0,10961.0,28118.0,MSII
111382,2024.0,6.0,5579.0,13899.0,MSII
111383,2024.0,6.0,4545.0,8869.0,MSII
111400,,,,15.0,MSII
111704,2024.0,6.0,525.0,73.0,MSII
111780,2024.0,6.0,252.0,11.0,MSII
111781,,,,20.0,MSII
111782,,,,315.0,MSII
111783,,,,692.0,MSII
111784,,,,350.0,MSII
112300,,,,5.0,MSII
112301,2024.0,6.0,5658.0,9950.0,MSII
112302,2024.0,6.0,4213.0,6193.0,MSII
112303,2024.0,6.0,4824.0,7568.0,MSII
112304,2024.0,6.0,5512.0,10722.0,MSII
112306,2024.0,6.0,7811.0,16646.0,MSII
112307,2024.0,6.0,9330.0,16344.0,MSII
112309,2024.0,6.0,4130.0,8288.0,MSII
112310,2024.0,6.0,6312.0,12925.0,MSII
112311,2024.0,6.0,8006.0,13853.0,MSII
112312,2024.0,6.0,6694.0,13829.0,MSII
112313,2024.0,6.0,6138.0,13615.0,MSII
112314,2024.0,6.0,7031.0,11042.0,MSII
112315,2024.0,6.0,6595.0,6745.0,MSII
112316,2024.0,6.0,8802.0,13323.0,MSII
112317,2024.0,6.0,3850.0,3624.0,MSII
112318,2024.0,6.0,5548.0,8449.0,MSII
112319,2024.0,6.0,5145.0,11683.0,MSII
112320,2024.0,6.0,3108.0,5455.0,MSII
112321,2024.0,6.0,4353.0,6984.0,MSII
112322,2024.0,6.0,4446.0,6941.0,MSII
112323,,,,7.0,MSII
112407,,,,3.0,MSII
112707,,,,658.0,MSII
112716,,,,85.0,MSII
112717,,,,4076.0,MSII
112799,,,,3.0,MSII
113181,,,,6.0,MSII
113300,2024.0,6.0,7305.0,16037.0,MSII
113301,2024.0,6.0,5498.0,6039.0,MSII
113302,2024.0,6.0,7759.0,12710.0,MSII
113303,2024.0,6.0,5509.0,9920.0,MSII
113304,,,,405.0,MSII
113305,2024.0,6.0,3148.0,4856.0,MSII
113306,2024.0,6.0,4373.0,7796.0,MSII
113307,2024.0,6.0,4142.0,7911.0,MSII
113308,2024.0,6.0,3354.0,7464.0,MSII
113309,2024.0,6.0,4243.0,7769.0,MSII
113310,2024.0,6.0,3975.0,7450.0,MSII
113311,2024.0,6.0,5453.0,11798.0,MSII
113312,2024.0,6.0,6294.0,10970.0,MSII
113313,2024.0,6.0,7927.0,11582.0,MSII
113314,2024.0,6.0,4545.0,8648.0,MSII
113315,2024.0,6.0,4503.0,7607.0,MSII
113316,2024.0,6.0,6586.0,10276.0,MSII
113317,2024.0,6.0,4923.0,7912.0,MSII
113318,2024.0,6.0,6289.0,11624.0,MSII
113319,2024.0,6.0,2504.0,3961.0,MSII
113320,2024.0,6.0,2513.0,4689.0,MSII
113321,2024.0,6.0,1357.0,2458.0,MSII
113322,2024.0,6.0,5763.0,7928.0,MSII
113323,2024.0,6.0,4116.0,6875.0,MSII
113324,2024.0,6.0,4376.0,8386.0,MSII
113326,2024.0,6.0,4226.0,9651.0,MSII
113328,2024.0,6.0,6726.0,12908.0,MSII
113329,2024.0,6.0,3599.0,7115.0,MSII
113330,2024.0,6.0,6445.0,10524.0,MSII
113331,2024.0,6.0,4827.0,8405.0,MSII
113332,2024.0,6.0,4161.0,8713.0,MSII
113333,2024.0,6.0,1720.0,3058.0,MSII
113334,2024.0,6.0,1856.0,3085.0,MSII
113390,2024.0,6.0,7627.0,12480.0,MSII
113394,2024.0,6.0,4123.0,6350.0,MSII
113396,2024.0,6.0,2923.0,5762.0,MSII
113402,2024.0,6.0,1236.0,2002.0,MSII
113404,2024.0,6.0,528.0,979.0,MSII
113405,2024.0,6.0,791.0,1506.0,MSII
113406,2024.0,6.0,284.0,416.0,MSII
113407,2024.0,6.0,571.0,925.0,MSII
113408,2024.0,6.0,327.0,753.0,MSII
113409,2024.0,6.0,1340.0,2171.0,MSII
113410,2024.0,6.0,236.0,340.0,MSII
113411,2024.0,6.0,388.0,788.0,MSII
113412,2024.0,6.0,405.0,538.0,MSII
113413,,,,22.0,MSII
113701,,,,2162.0,MSII
113702,,,,818.0,MSII
113703,,,,1393.0,MSII
113713,,,,1118.0,MSII
113716,,,,1735.0,MSII
113717,,,,1131.0,MSII
113722,,,,1663.0,MSII
113728,,,,1518.0,MSII
113753,,,,805.0,MSII
113790,,,,1877.0,MSII
114102,2024.0,6.0,2108.0,1962.0,MSII
114150,,,,4.0,MSII
114301,2024.0,6.0,13393.0,26337.0,MSII
114302,2024.0,6.0,4543.0,8366.0,MSII
114303,2024.0,6.0,6128.0,14868.0,MSII
114304,2024.0,6.0,4677.0,9635.0,MSII
114305,2024.0,6.0,6913.0,12770.0,MSII
114306,2024.0,6.0,7664.0,15188.0,MSII
114307,2024.0,6.0,3320.0,6675.0,MSII
114308,2024.0,6.0,4614.0,7389.0,MSII
114309,2024.0,6.0,4010.0,7564.0,MSII
114310,2024.0,6.0,2117.0,3251.0,MSII
114311,2024.0,6.0,3552.0,6113.0,MSII
114312,2024.0,6.0,7126.0,14013.0,MSII
114313,2024.0,6.0,3238.0,5753.0,MSII
114314,2024.0,6.0,4432.0,7516.0,MSII
114315,2024.0,6.0,3073.0,5313.0,MSII
114316,2024.0,6.0,5750.0,12390.0,MSII
114317,2024.0,6.0,3993.0,6770.0,MSII
114318,2024.0,6.0,2250.0,3011.0,MSII
114319,2024.0,6.0,3956.0,9221.0,MSII
114320,2024.0,6.0,6220.0,13417.0,MSII
114321,2024.0,6.0,4704.0,10295.0,MSII
114322,2024.0,6.0,9843.0,23549.0,MSII
114323,2024.0,6.0,3299.0,6403.0,MSII
114324,2024.0,6.0,5992.0,13649.0,MSII
114325,2024.0,6.0,7291.0,12583.0,MSII
114326,2024.0,6.0,4349.0,9212.0,MSII
114327,2024.0,6.0,2741.0,4550.0,MSII
114328,2024.0,6.0,4164.0,7759.0,MSII
114329,2024.0,6.0,3849.0,7280.0,MSII
114330,2024.0,6.0,4135.0,7975.0,MSII
114331,2024.0,6.0,6532.0,13281.0,MSII
114332,2024.0,6.0,5045.0,10666.0,MSII
114333,2024.0,6.0,1732.0,3113.0,MSII
114334,2024.0,6.0,4103.0,9327.0,MSII
114401,2024.0,6.0,362.0,475.0,MSII
114403,2024.0,6.0,58.0,68.0,MSII
114406,2024.0,6.0,84.0,121.0,MSII
114407,2024.0,6.0,718.0,758.0,MSII
114408,2024.0,6.0,10.0,6.0,MSII
114409,,,,4.0,MSII
114410,2024.0,6.0,87.0,88.0,MSII
114706,,,,20.0,MSII
114714,,,,868.0,MSII
114796,,,,34.0,MSII
200037,,,,50.0,MSII
200080,,,,23.0,MSII
200188,,,,11.0,MSII
200210,,,,1880.0,MSII
200236,,,,7.0,MSII
200265,,,,23.0,MSII
200282,,,,3.0,MSII
200304,2024.0,6.0,790.0,568.0,MSII
200337,,,,1671.0,MSII
200342,,,,9.0,MSII
200346,2024.0,6.0,342.0,157.0,MSII
200347,2024.0,6.0,1033.0,531.0,MSII
200360,,,,847.0,MSII
200361,2024.0,6.0,469.0,2626.0,MSII
200365,2024.0,6.0,642.0,136.0,MSII
200377,,,,1322.0,MSII
200385,,,,267.0,MSII
200454,,,,363.0,MSII
200554,2024.0,6.0,854.0,87.0,MSII
200609,2024.0,6.0,921.0,,MSII
200961,2024.0,6.0,1509.0,2338.0,MSII
200962,,,,444.0,MSII
200965,2024.0,6.0,2800.0,4008.0,MSII
201091,2024.0,6.0,4502.0,5126.0,MSII
201112,2024.0,6.0,6173.0,9418.0,MSII
201212,2024.0,6.0,1475.0,,MSII
201353,2024.0,6.0,63.0,,MSII
201462,2024.0,6.0,439.0,,MSII
109104,2024.0,1.0,0.0,,MSIIIb
109104,2024.0,2.0,0.0,,MSIIIb
109104,2024.0,3.0,0.0,,MSIIIb
109104,2024.0,4.0,0.0,,MSIIIb
109104,2024.0,5.0,0.0,,MSIIIb
109104,2024.0,6.0,0.0,,MSIIIb
109104,2024.0,7.0,8.0,,MSIIIb
109104,2024.0,8.0,1.0,,MSIIIb
109104,2024.0,9.0,1.0,,MSIIIb
109104,2024.0,10.0,2.0,,MSIIIb
109104,2024.0,11.0,2.0,,MSIIIb
109300,2024.0,1.0,15.0,975.0,MSIIIb
109300,2024.0,2.0,6.0,975.0,MSIIIb
109300,2024.0,3.0,18.0,975.0,MSIIIb
109300,2024.0,4.0,32.0,975.0,MSIIIb
109300,2024.0,5.0,28.0,975.0,MSIIIb
109300,2024.0,6.0,33.0,975.0,MSIIIb
109300,2024.0,7.0,29.0,975.0,MSIIIb
109300,2024.0,8.0,24.0,975.0,MSIIIb
109300,2024.0,9.0,9.0,975.0,MSIIIb
109300,2024.0,10.0,22.0,975.0,MSIIIb
109300,2024.0,11.0,18.0,975.0,MSIIIb
109301,2024.0,1.0,2.0,476.0,MSIIIb
109301,2024.0,2.0,16.0,476.0,MSIIIb
109301,2024.0,3.0,3.0,476.0,MSIIIb
109301,2024.0,4.0,6.0,476.0,MSIIIb
109301,2024.0,5.0,4.0,476.0,MSIIIb
109301,2024.0,6.0,11.0,476.0,MSIIIb
109301,2024.0,7.0,47.0,476.0,MSIIIb
109301,2024.0,8.0,10.0,476.0,MSIIIb
109301,2024.0,9.0,32.0,476.0,MSIIIb
109301,2024.0,10.0,5.0,476.0,MSIIIb
109301,2024.0,11.0,0.0,476.0,MSIIIb
109302,2024.0,1.0,1.0,261.0,MSIIIb
109302,2024.0,2.0,4.0,261.0,MSIIIb
109302,2024.0,3.0,10.0,261.0,MSIIIb
109302,2024.0,4.0,9.0,261.0,MSIIIb
109302,2024.0,5.0,1.0,261.0,MSIIIb
109302,2024.0,6.0,9.0,261.0,MSIIIb
109302,2024.0,7.0,6.0,261.0,MSIIIb
109302,2024.0,8.0,2.0,261.0,MSIIIb
109302,2024.0,9.0,4.0,261.0,MSIIIb
109302,2024.0,10.0,8.0,261.0,MSIIIb
109302,2024.0,11.0,0.0,261.0,MSIIIb
109303,2024.0,1.0,5.0,286.0,MSIIIb
109303,2024.0,2.0,4.0,286.0,MSIIIb
109303,2024.0,3.0,0.0,286.0,MSIIIb
109303,2024.0,4.0,0.0,286.0,MSIIIb
109303,2024.0,5.0,4.0,286.0,MSIIIb
109303,2024.0,6.0,1.0,286.0,MSIIIb
109303,2024.0,7.0,5.0,286.0,MSIIIb
109303,2024.0,8.0,7.0,286.0,MSIIIb
109303,2024.0,9.0,2.0,286.0,MSIIIb
109303,2024.0,10.0,5.0,286.0,MSIIIb
109303,2024.0,11.0,10.0,286.0,MSIIIb
109304,2024.0,1.0,4.0,91.0,MSIIIb
109304,2024.0,2.0,0.0,91.0,MSIIIb
109304,2024.0,3.0,2.0,91.0,MSIIIb
109304,2024.0,4.0,1.0,91.0,MSIIIb
109304,2024.0,5.0,3.0,91.0,MSIIIb
109304,2024.0,6.0,0.0,91.0,MSIIIb
109304,2024.0,7.0,5.0,91.0,MSIIIb
109304,2024.0,8.0,1.0,91.0,MSIIIb
109304,2024.0,9.0,1.0,91.0,MSIIIb
109304,2024.0,10.0,0.0,91.0,MSIIIb
109304,2024.0,11.0,0.0,91.0,MSIIIb
109305,2024.0,1.0,6.0,367.0,MSIIIb
109305,2024.0,2.0,5.0,367.0,MSIIIb
109305,2024.0,3.0,12.0,367.0,MSIIIb
109305,2024.0,4.0,6.0,367.0,MSIIIb
109305,2024.0,5.0,12.0,367.0,MSIIIb
109305,2024.0,6.0,4.0,367.0,MSIIIb
109305,2024.0,7.0,7.0,367.0,MSIIIb
109305,2024.0,8.0,7.0,367.0,MSIIIb
109305,2024.0,9.0,2.0,367.0,MSIIIb
109305,2024.0,10.0,13.0,367.0,MSIIIb
109305,2024.0,11.0,6.0,367.0,MSIIIb
109307,2024.0,1.0,7.0,181.0,MSIIIb
109307,2024.0,2.0,5.0,181.0,MSIIIb
109307,2024.0,3.0,4.0,181.0,MSIIIb
109307,2024.0,4.0,5.0,181.0,MSIIIb
109307,2024.0,5.0,2.0,181.0,MSIIIb
109307,2024.0,6.0,4.0,181.0,MSIIIb
109307,2024.0,7.0,0.0,181.0,MSIIIb
109307,2024.0,8.0,8.0,181.0,MSIIIb
109307,2024.0,9.0,2.0,181.0,MSIIIb
109307,2024.0,10.0,1.0,181.0,MSIIIb
109307,2024.0,11.0,2.0,181.0,MSIIIb
109308,2024.0,1.0,4.0,231.0,MSIIIb
109308,2024.0,2.0,8.0,231.0,MSIIIb
109308,2024.0,3.0,5.0,231.0,MSIIIb
109308,2024.0,4.0,6.0,231.0,MSIIIb
109308,2024.0,5.0,4.0,231.0,MSIIIb
109308,2024.0,6.0,9.0,231.0,MSIIIb
109308,2024.0,7.0,6.0,231.0,MSIIIb
109308,2024.0,8.0,3.0,231.0,MSIIIb
109308,2024.0,9.0,3.0,231.0,MSIIIb
109308,2024.0,10.0,5.0,231.0,MSIIIb
109308,2024.0,11.0,1.0,231.0,MSIIIb
109309,2024.0,1.0,5.0,256.0,MSIIIb
109309,2024.0,2.0,3.0,256.0,MSIIIb
109309,2024.0,3.0,12.0,256.0,MSIIIb
109309,2024.0,4.0,10.0,256.0,MSIIIb
109309,2024.0,5.0,6.0,256.0,MSIIIb
109309,2024.0,6.0,6.0,256.0,MSIIIb
109309,2024.0,7.0,14.0,256.0,MSIIIb
109309,2024.0,8.0,7.0,256.0,MSIIIb
109309,2024.0,9.0,3.0,256.0,MSIIIb
109309,2024.0,10.0,0.0,256.0,MSIIIb
109309,2024.0,11.0,3.0,256.0,MSIIIb
109310,2024.0,1.0,9.0,971.0,MSIIIb
109310,2024.0,2.0,16.0,971.0,MSIIIb
109310,2024.0,3.0,6.0,971.0,MSIIIb
109310,2024.0,4.0,5.0,971.0,MSIIIb
109310,2024.0,5.0,2.0,971.0,MSIIIb
109310,2024.0,6.0,2.0,971.0,MSIIIb
109310,2024.0,7.0,12.0,971.0,MSIIIb
109310,2024.0,8.0,13.0,971.0,MSIIIb
109310,2024.0,9.0,10.0,971.0,MSIIIb
109310,2024.0,10.0,26.0,971.0,MSIIIb
109310,2024.0,11.0,20.0,971.0,MSIIIb
109311,2024.0,1.0,13.0,678.0,MSIIIb
109311,2024.0,2.0,7.0,678.0,MSIIIb
109311,2024.0,3.0,6.0,678.0,MSIIIb
109311,2024.0,4.0,17.0,678.0,MSIIIb
109311,2024.0,5.0,14.0,678.0,MSIIIb
109311,2024.0,6.0,7.0,678.0,MSIIIb
109311,2024.0,7.0,13.0,678.0,MSIIIb
109311,2024.0,8.0,9.0,678.0,MSIIIb
109311,2024.0,9.0,11.0,678.0,MSIIIb
109311,2024.0,10.0,13.0,678.0,MSIIIb
109311,2024.0,11.0,24.0,678.0,MSIIIb
109312,2024.0,1.0,7.0,236.0,MSIIIb
109312,2024.0,2.0,6.0,236.0,MSIIIb
109312,2024.0,3.0,7.0,236.0,MSIIIb
109312,2024.0,4.0,8.0,236.0,MSIIIb
109312,2024.0,5.0,4.0,236.0,MSIIIb
109312,2024.0,6.0,4.0,236.0,MSIIIb
109312,2024.0,7.0,3.0,236.0,MSIIIb
109312,2024.0,8.0,0.0,236.0,MSIIIb
109312,2024.0,9.0,2.0,236.0,MSIIIb
109312,2024.0,10.0,5.0,236.0,MSIIIb
109312,2024.0,11.0,8.0,236.0,MSIIIb
109313,2024.0,1.0,24.0,573.0,MSIIIb
109313,2024.0,2.0,9.0,573.0,MSIIIb
109313,2024.0,3.0,13.0,573.0,MSIIIb
109313,2024.0,4.0,17.0,573.0,MSIIIb
109313,2024.0,5.0,11.0,573.0,MSIIIb
109313,2024.0,6.0,10.0,573.0,MSIIIb
109313,2024.0,7.0,5.0,573.0,MSIIIb
109313,2024.0,8.0,8.0,573.0,MSIIIb
109313,2024.0,9.0,5.0,573.0,MSIIIb
109313,2024.0,10.0,21.0,573.0,MSIIIb
109313,2024.0,11.0,17.0,573.0,MSIIIb
109314,2024.0,1.0,13.0,250.0,MSIIIb
109314,2024.0,2.0,5.0,250.0,MSIIIb
109314,2024.0,3.0,5.0,250.0,MSIIIb
109314,2024.0,4.0,4.0,250.0,MSIIIb
109314,2024.0,5.0,8.0,250.0,MSIIIb
109314,2024.0,6.0,4.0,250.0,MSIIIb
109314,2024.0,7.0,3.0,250.0,MSIIIb
109314,2024.0,8.0,2.0,250.0,MSIIIb
109314,2024.0,10.0,4.0,250.0,MSIIIb
109314,2024.0,11.0,1.0,250.0,MSIIIb
109315,2024.0,1.0,4.0,449.0,MSIIIb
109315,2024.0,2.0,8.0,449.0,MSIIIb
109315,2024.0,3.0,7.0,449.0,MSIIIb
109315,2024.0,5.0,3.0,449.0,MSIIIb
109315,2024.0,6.0,10.0,449.0,MSIIIb
109315,2024.0,7.0,3.0,449.0,MSIIIb
109315,2024.0,9.0,2.0,449.0,MSIIIb
109315,2024.0,10.0,25.0,449.0,MSIIIb
109315,2024.0,11.0,9.0,449.0,MSIIIb
109316,2024.0,1.0,19.0,714.0,MSIIIb
109316,2024.0,2.0,3.0,714.0,MSIIIb
109316,2024.0,3.0,11.0,714.0,MSIIIb
109316,2024.0,4.0,24.0,714.0,MSIIIb
109316,2024.0,5.0,8.0,714.0,MSIIIb
109316,2024.0,6.0,13.0,714.0,MSIIIb
109316,2024.0,7.0,8.0,714.0,MSIIIb
109316,2024.0,8.0,6.0,714.0,MSIIIb
109316,2024.0,9.0,12.0,714.0,MSIIIb
109316,2024.0,10.0,7.0,714.0,MSIIIb
109316,2024.0,11.0,5.0,714.0,MSIIIb
109317,2024.0,1.0,6.0,141.0,MSIIIb
109317,2024.0,2.0,4.0,141.0,MSIIIb
109317,2024.0,3.0,6.0,141.0,MSIIIb
109317,2024.0,4.0,2.0,141.0,MSIIIb
109317,2024.0,5.0,1.0,141.0,MSIIIb
109317,2024.0,6.0,2.0,141.0,MSIIIb
109317,2024.0,7.0,0.0,141.0,MSIIIb
109317,2024.0,8.0,3.0,141.0,MSIIIb
109317,2024.0,9.0,0.0,141.0,MSIIIb
109317,2024.0,10.0,2.0,141.0,MSIIIb
109317,2024.0,11.0,1.0,141.0,MSIIIb
109320,2024.0,1.0,0.0,107.0,MSIIIb
109320,2024.0,2.0,4.0,107.0,MSIIIb
109320,2024.0,3.0,1.0,107.0,MSIIIb
109320,2024.0,4.0,1.0,107.0,MSIIIb
109320,2024.0,5.0,1.0,107.0,MSIIIb
109320,2024.0,6.0,2.0,107.0,MSIIIb
109320,2024.0,7.0,4.0,107.0,MSIIIb
109320,2024.0,8.0,0.0,107.0,MSIIIb
109320,2024.0,9.0,1.0,107.0,MSIIIb
109320,2024.0,10.0,2.0,107.0,MSIIIb
109320,2024.0,11.0,0.0,107.0,MSIIIb
109321,2024.0,1.0,9.0,378.0,MSIIIb
109321,2024.0,2.0,0.0,378.0,MSIIIb
